,JOB_ID,ISCO,JOB_CONTENT,LOWEST_DISTANCE,BEST_ACTIVITY_MATCH,BEST_ACTIVITY_ID,TOP_ACTIVITY_MATCHES,TOP ACTIVITY_IDS,BEST_ACTIVITY_MATCH_3SENT,BEST_ACTIVITY_ID_3SENT
57,13527008,24210,UNLIMIT YOURSELF   Are you up for a challenge Do you look for ways to grow in your job And do you want to build a remarkable career Then apply now We're currently looking for a   Quality Assurance Engineer   We are looking for a passionate Engineer with the following requirements    University degree in Biological sciences andor Physical sciences andor Engineering or equivalent skills through demonstrated experience  Substantial experience in quality assurance quality control andor statistical process control in tobaccofood andor pharmaceutical or similar industry  Expertise in qualification and validation of manufacturing processes would be a substantial advantage  Good knowledge of relevant quality standards ISO 9001 GMP HACCP  Welldeveloped IT skills Microsoft Project Excel Word PowerPoint Outlook  Excellent communication skills and fluency in English is a must  If you possess the above mentioned profile then you are the one we want to meet for staffing our Product and Process Quality  Compliance Department PPQC within the Operational QA team in Philip Morris Products S  based in Neuchâtel Switzerland   As Quality Assurance Engineer you will support the development and industrialization of Reduced Risk Products RRPs by consolidating and reviewing process characterization packages while ensuring business specific requirements are integrated within our Quality Management System   Specific responsibilities  In collaboration with product  process development partners and subject matter experts review and consolidate Process Characterization documentation as a mean for process design improvement and knowledge gathering  Facilitate conduction of cross functional Risk Assessment of new manufacturing processes and ensure appropriate mitigations are identified and deployed  Ensure definition and maintenance of a relevant Process Control Strategy for new products and processes as a central reference for manufacturing centers  Support manufacturing centers in settingup a Continuous Performance Monitoring and Improvement model  Provide as the case be specific services to the organization as Analytical Studies Data  Trend Analysis and Corrective Preventive and Improvement activities  Closely liaise with project management team to guide and ensure industrialization and commercialization activities are executed in Compliance with the requirements of our Quality Management System  Lead the development implementation and maintenance of central quality documents and processes including directives procedures instructions  Why work for us Here are 3 reasons PMI is the ultimate Employer to unlimit yourself  We'reinternational you work with clients and learn onthejob from team members from all over the world  We'reflexibleyour work fits you and not the other way round thanks to our Flexible Work Arrangement Program and  We're acertified top employer we consider our employees to be our strongest asset and we are developing talent throughout all levels of the organization   As the first multinational company in Switzerland to obtain the EqualSalary label for men and women our competitive salary and compensation package is for all our employees    JOIN A GLOBAL MARKET LEADER  PMI is the world's leading international tobacco company with six of the world's top 15 international brands and products sold in more than 180 markets  In addition to the manufacture and sale of cigarettes includingMarlboro the number one global cigarette brand and other tobacco products PMI is engaged in the development and commercialization of ReducedRisk Products RRPs  RRPs is the term PMI uses to refer to products with the potential to reduce individual risk and population harm in comparison to smoking cigarettes  Through multidisciplinary capabilities in product development stateoftheart facilities and industryleading scientific substantiation PMI aims to provide an RRP portfolio that meets a broad spectrum of adult smoker preferences and rigorous regulatory requirements  PMI is an Equal Opportunity EmployerFor more information see www  com and www  com  If you wish to contribute to the future of our business and to the new scientific journey of the industry please apply online   A valid Swiss work permit or Swiss or EU25EFTA citizenship is required for this position   Reduced Risk Products RRPs is the term we use to refer to products with the potential to reduce individual risk and population harm in comparison to smoking cigarettes  PMI's RRPs are in various stages of development and commercialization and we are conducting extensive and rigorous scientific studies to determine whether we can support claims for such products of reduced exposure to harmful and potentially harmful constituents in smoke and ultimately claims of reduced disease risk when compared to smoking cigarettes  Before making any such claims we will rigorously evaluate the full set of data from the relevant scientific studies to determine whether they substantiate reduced exposure or risk  Any such claims may also be subject to government review and authorization as is the case in the USA today  PMI affiliates do not accept referrals from employment agencies in respect of the vacancies posted on this site  Should an employment agency take any action in respect of such a vacancy their actions will have been taken without the request or agreement of any PMI affiliate no PMI affiliate shall be liable for any fees in such circumstances    Job ID RDCH05122016    Email a friend,," Observing, receiving, and otherwise obtaining information from all relevant sources.",1,,,Evaluate materials to assess quality or ensure compliance with standards.,4.A.2.a.3.G01
58,14080358,24210,"Leader in its PX Group domain is specialized in the supply of tools and semi-high-end products as well for the field of watchmaking and luxury and for medical and industrial sectors  We rely on a know-up and unique skills in PX PX Precinox PX Precium PX Tools XactForm PX Dental PX Immotech SwissProfile PX Perumet and PX Swissmet  We are looking for a Junior HF Quality Engineer Your tasks Monitor the quality system and its compliance with ISO 900114001 Ensuring its application and change it in the objective of a permanent improvement in order to ensure the compliance of the product with specific requirements  Application and compliance with procedures and objectives in the different processes rely on a team of technicians and controllers develop and boost continuous improvement processing internal and external nonconformities, making it possible to reduce the costs they engender Resolutions of problems by monitoring the action plans to schedule and carry out the internal audits proposing corrective and preventive actions flying external audits and following metrology your profile you are for the benefit of a quality engineer training or considered equivalent you have a quality experience in an industrial environment of minimum 23 year s You know how to use the quality tools such as 8D PDCA AMDEC method and monitoring plan  Knowledge in metrology would be an asset man or woman of land you went astray and rigor in the processing of files  You have a good relationship and have listening qualities you are strength of proposal and dynamism you enjoy being able to continue reaching and changing common goals you are a French mother tongue and have a good practice of the You master the usual computer tools we offer a demanding activity in motivated teams an environment favoring initiative autonomy creativity and freedom to undertake conditions related to your skills you recognize ourselves we look forward to taking note of your application accompanied Usual documents PX Services SA www  com email resources",,Evaluate materials to assess quality or ensure compliance with standards.,4.A.2.a.3.G01,,,Keeping up-to-date technically and applying new knowledge to your job.,106
59,14082682,24210,"People make quality according to this principle is the entire document shaft of Häni Co  AG for decades to be sensitized to meet the customer requirements for the automotive electronics and medical technology industries  We produce ready-to-produce turned parts on state-of-the-art equipment  As a result of internal change, we are looking for a Head of Quality Management Operating Safety and Environmental Officer Head of Quality Management Management Management System Advisor Recognition of Fault Covering Test and Efforts of Troubleshooting Customer Certification Societies On the occasion of System Product or ProcessAuctions Kopas According to Industry Solution 21 Ecological Professional Professional Profile Completed Technical Professional Teaching Further Education as a Technician TS or HTL Further Education in Qtechnik Auditor ISO TS 16949 Knowledge of occupational safety and environmental protection We offer varied self-employed activity in dynamic team Workplace with modern infrastructure and good accessibility Contemporary employment conditions We look forward to receiving your application with the usual documents  Contact Urs Steinemann Urs  Häni Co  AG Precision turntable Römerstrasse West 30 CH3296 Arch Tel  032 679 55 66 Fax 032 679 55 77 Infohanitec  CH WWW",,Operate recycling processing equipment.,4.A.3.a.3.G03,,,"Servicing, repairing, adjusting, and testing machines, devices, moving parts, and equipment that operate primarily on the basis of mechanical (not electronic) principles.",157
60,14083430,24210,"BOULEDOR Leader in the design and manufacture of upscale loops and clasps provides the most prestigious brands of luxury watchmaking  Contjusting its production line from A to Z and ISO 9001 certified it directs its know-how towards excellence and continuous improvement  Human-sized company BOULEDOR puts a point of honor to promote responsible practices in environmental ethics and working conditions and is a RJC Responsible JEWELERY COUNCIL member  In addition to professional talents, we also attach a real importance to motivation involvement the desire to progress to team spirit and respect for each  We are looking for to strengthen our Quality Department A Trainee Quality Management RJC HF HF CDM of 6 months Your Mission Provide Support to Team Quality Management RJC Rectification 2017 Ref  in English  Your responsibilities Contribution to the development of the quality of the company Formalization and update of the documentation quality internal procedures of good practice guides and manuals and other tools communication on objectives Quality The new processes evolutions in particular by the Participation in Team Meetings Taking into account the needs of team officials and employees improvement proposals in internal practices and procedures Participation in the implementation of quality monitoring actions Audits Land Visits Reviews   Writing Audits Reports Synthesis Notes and Recommendations of Individual or Collective Enhancements Your Autonomous and Responsible Personality You KNOW MANAGING PROJECTS WHICH YOUR PROFILE You are currently in industrial logistics quality and ORGANIZATION DUT QLIO OR QUISTIC TRAINING EQUIPPED Valente We offer you a trainee position to put your knowledge into a modern and human-sized working environment  Street Emmakammacher 12 CP 364 1217 Meyrin 1 Tel  41 22 9894500 Fax 41 22 9894501 CarrieresBoucledor  com www",,Adhere to practices and procedures designed to protect the environment.,4.A.2.b.6.G01,,,"Identifying the developmental needs of others and coaching, mentoring, or otherwise helping others to improve their knowledge or skills.",213
61,13259613,61300,Etienne BourgeoislandWirtin Efzlignerollen VD Languages FR Number Teaching 1 SwissDoc number 0  0 updated02,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
62,13259674,61300,Fondation La Clairièrelandwirtin Efzchamby VD Languages FR Number of Courses 1 SwissDoc number 0  0 updated23,,Complete green activity documentation.,4.A.3.b.6.G09,,,Complete green activity documentation.,4.A.3.b.6.G09
63,13258327,61300,Amezdroz Didierlandwirtin EfzMontricher VD Languages FR Number of apprentices 1 Swissdoc number 0  0 updated12,,Select materials for use in green applications or production.,4.A.2.b.1.G08,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
64,13272902,61300,François Tréhanlandwirtin Efzrances VD Languages FR Number of Courses 1 SwissDoc number 0  0 updated10,," Communicating with people outside the organization, representing the organization to customers, the public, government, and other external sources. This information can be exchanged in person, in writing, or by telephone or e-mail.",179,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
65,13227820,21430,"WAGO is one of the world's market leaders of systems and components of the industry and building automation and electrical connection technology  Competent advice and customer proximity we ensure through our 28 companies and 9 production facilities worldwide  For our location in Domdidier with over 500 employees, we are looking for an environmental engineer HF for our Department EHS main tasks Advising and supporting the executives of the EHS manager and the line supervisors in the perception of their responsibility for environmental topics planning realization and documentation of environmental measures Development of concepts and projects as well as support of the Line Supervisors Creating Internal Environment Audits Supporting and Creating Operating Instructions Development and Implementation of Training to Relevant Environmental Topics Collaboration in projects in the area of ​​and new building Technical installations Waste management Improvement suggestions for working waste and wastewatering Creation and maintaining environmental processes Your profile completed mechanical or technical education and Further education as an environmental technician HF informed knowledge of legislation relating to the environment and some J Ahre professional experience in comparable function very good German and French skills independent reliable way of working as well as communicative and social competence experience in occupational safety of benefit Additional training as energy technician advantage advantage We offer an interesting and sophisticated activity in an innovative company 40 hours week 5 weeks holidays Further education Personnel restaurant admission immediately or after Agreement Place of work Domdidierfr motorway A1 Bernyverdon exit Avenches we have aroused your interest then we look forward to the delivery of your application documents with CV and appropriate certificates  These please send to the address below  WAGO Contact SA Resources Humaines Rte de l'Industrie 19 1564 Domdidier 026 676 73 33 WWW  WA go  Com Hr",,Assemble electrical or electronic components for green technologies.,4.A.3.a.2.G09,,,Consult with other professionals on green issues.,4.A.4.a.3.G02
66,13218859,21620,"We are looking for a landscape gardener EFZ Creastarten is a dynamic horticultural company from Urtenenböhl We design build and maintain high-quality gardens To expand our team in gardening, we are looking for a landscape gardener Design our business actively with your skills Your profile learned landscape gardener EFZ You like to work in the team and take responsibility guide card Cat  B Customer-friendly occurrence Joy at work Our offer Motivated working climate Permanent position With possibility to take responsibility to take over Interesting demanding works Active co-operation of the company Property 1  March 2017 Complete application for Creagentary AG  Kanalweg 6 3322 Urtenenschönbühl Tel  031 918 43 50 ",,Design sustainable industrial processes or technologies.,4.A.2.b.2.G10,,,Keeping up-to-date technically and applying new knowledge to your job.,106
67,13583336,24210,Supervisor Quality Control Shift 2x8  Req 16002190LocationBOUDRYNECHJob CategoryQualityWork LocationBoudry Switzerland Route de Perreux 1 Boudry 2017OrganizationCelgene International SaRLScheduleFulltimeShiftDay JobEmployee StatusRegularJob Type ExperiencedJob Level ManagerTravelNo Description   This position has both teamleading responsibilities and testing responsibilities  The person filling this position is responsible for the management of the directly assigned QC personnel and plans the activities for the QC personnel involved in commercial bulk drug product and stabilities testing  Shehe is responsible for the review and approval of QC generated raw data and analytical results of commercial bulk products release testing and stability testing at Celgene International in Boudry   This position is also responsible to perform analytical testing that is required mainly for release of bulk drug products and stability materials testing  Additional responsibilities include the handling of deviations CAPAs and change controls    As a QC team member the person filling this position supports all activities to continuously maintain the GMP status of the QC Laboratory and to continuously follow the EHS rules to assure a safe working environment    Duties and Responsibilities    Team leader for assigned QC personnel  Responsible for the planning of commercial bulk drug product release testing and stability  testing in the QC laboratory   Supervisor Quality Control bulk  stability testing  Responsible to review and approve QC generated raw data and analytical results of bulk drug  products   Performs analytical testing according to release and stability specifications HPLCUPLC  GC UVVIS IR pH conductivity weighing wet chemistry experiments etc   Technical support in investigations related to all types of issues in the context of bulk drug  product release testing and stability testing   Writes all types of standard operating procedures and work practices   Takes part in continuous improvement initiatives   Manages CAPAs deviations and change controls   Can be assigned special tasksprojects  EHS    Line managers shall provide a safe and healthy work environment for their staff in areasunder their control and shall ensure compliance with relevant rules and legislation inthose areas  Work closely with EHS to evaluate hazards and perform risk analysis  Ensure that staff including short duration and temporary contracts is properly informedon hazards and trained to act in consequence  Promote safe practices and behaviors verify that EHS rules are implemented andrespected  Report immediately all incidents and nearmisses to EHS participate in investigations andidentify preventive measures to prevent similar accidents in the future   LINS1  MONEU   Qualifications      CFC or similar education in Chemistry Biology Microbiology or Pharmacy       At least 3 years of work experience in a GMP environment pharmaceutical industry or similar field       Good background in bulk solid oral dosage forms product release testing and stability testing     Experience as a team leader leadership skills   Good knowledge in HPLCUPLC GC UVVIS and IR techniques   Knowledge of analytical testing of raw materials according to Ph  and USP prescriptions   Good writing and communication skills   Excellent team spirit   Fluent in French and good knowledge of English  Good knowledge of most common office software   Willing to shift work 2x8 6h0014h30 OR 14h00 to 22h30,,Promote green activities or initiatives.,4.A.4.a.6.G04,,,Analyze equipment test data.,4.A.2.a.4.G18
68,13494691,31120,"Company portrait of waters as a source of energy use or protect We expose ourselves daily with this question apart The Office for Water and Waste of the Construction Transportation and Energy Industry of the Canton of Bern is the competence center for water and waste management  In the field of hydropower a part-time site as project manager is free  Job description Objectives You are conducting concession building permit and resourceing procedures for hydroelectric power plants in the canton and deal with this subject and on time as well as law  Your projects will help you independently and work actively in cantonal and national specialists  Requirement profile Requirements Interest in energy and environmental issues and enjoy the highly updated topic Water use bring you with  After an engineering study construction culture or environment, you have been able to collect several years of professional experience in an engineering office  They have guided projects independently  In addition, they bring together a great interest in legal issues  They like to negotiate and skilfully are conflictable and have endurance  You can express yourself in German and French and are happy to write longer texts or reports  We offer offer We do not throw in the cold water a good introduction and incorporation in a small dedicated team is guaranteed  Targeted out and training is important to us  This job is indefinite thanks to our part-time offer you bring work leisure and family under a hat  The workplace is in Bern  Contact Find a new perspective We look forward to receiving your application  Send this purseBVE  Choder building traffic and energy industry of the canton Bern General Secretariat Personal Management Password PL Wakra Reiterstrasse 11 3011 Bern  Judith Monney Department Manager Water use is happy to provide information on the job Phone 031 633 39 79  The Office for Water and Waste Learn underWW  Know Chawabesser",,Analyze data related to environmental conditions and restoration needs.,4.A.2.a.4.G13,,,Plan green energy projects.,4.A.2.b.4.G01
69,13580960,24210,"Immediately or by appointment, we are looking for a dedicated personality as responsible quality management WM In this feature, you are responsible for quality assurance and the further development of the integrated management system with regard to the innovations of ISO 90012015  Together with the process managers check and describe our business processes and posts their timeliness and efficacy secure  They plan and guide internal audits and coordinate necessary adjustments  Furthermore, they are responsible as a security officer for the training and implementation of working and health protection in the institution  They bring with them with a quality assurance quality assurance and a multi-year work experience preferably in health care  Their way of working is structured and shaped by a high quality awareness  They are used to work interndisciplinary with different internal and external bodies  They are based on the needs of the institution and have a flair for implementing simple and sustainable solutions  We offer many design and development opportunities with exciting varied and independent activity with high personal responsibility in a dynamic environment advanced employment conditions motivated executives and employees at all levels are interested in Mrs  Monika Bichsel Human Resources gives you information  Telephone 034 408 24 65  Your complete application dossier please send to jobslebensart  Netoder by mail to Foundation Life Type HR 347 Bearaustrasse 71 3552 Bärau Back to the list",,Recommend green solutions.,4.A.4.b.6.G02,,,"Providing guidance and direction to subordinates, including setting performance standards and monitoring performance.",210
70,13476118,21650,Commune Secrene Secretariat Comerial It Cadastematicin Efzlausan Lid Sk and Skdahl Lehrn number 0  4 Upperisian25,,"Encouraging and building mutual trust, respect, and cooperation among team members.",206,,,"Encouraging and building mutual trust, respect, and cooperation among team members.",206
71,13580280,24210,"HF Quality Manager Bernair Liquid SwitzerlandRespoir Quality HF 100 Global Leader of Gas Technologies and Services for Industry and HealthAir Liquidest Present in 80 countries with more than 68,000 employees and serves more than 2 million customers and patients  Nitrogen oxygen and hydrogen have been at the heart of the Group since its creation in 1902  The ambition of Air Liquide is to be the leader in its industry by being efficient in the long run and acting responsibly  Carbagas Agune Air Liquide Group company is the leading gas supplier for the industry and the health care sector in Switzerland  The gas has been our business for 120 years  As a leader in the Carbagas AG market supplies nearly 40,000 gas clients gas mixtures and gas-related services  For our headquarters in March 2017 or to agree on March 2017 or to agree an engaged and communicative person to occupy the position of HF Quality 100  LELA Quality Manager is the reference person and the point of contact for all matters in the varied domain of quality  From the Organization of Control through the Council Illeel is committed to the application of standards the analysis of working methods and the awareness of safety collaborators  To occupy this varied position we are looking for an experienced and communicative experienced personality  Area of ​​activity Application of quality standards according to ISO 90001 Animation Development and management of the documentation Quality Claims processing and implementation of corrective measures Preparation Realization and monitoring of internal and external audits Establishment of statistics and reports Treatment of formulasClient contact person For questions related to quality Profile with technical or pharmaceutical training complemented by training in the field of quality confirmed experience in the field of quality in industrial environment Ideally GMP knowledge and experience in the application of standards ISO 9001 Knowledge of the regulation of drugs a plus mother tongue German or French with very good knowledge of the other language B2C1 good knowledge of English Language of the group Al Sense of the initiative and autonomy Personality Analytical and enterprising personality e You feel that you are concerned so do not wait and postulatetonline  Carbagas AG Your interlocutor Laetitia Villoz Human Resources Hofgut Hintere Dorfgasse 9 3073 Gümligen Schweiz www  CH on Jobup  Ch Applace with your mobile Air Liquid Switzerland Liquid Switzerland Carbagas AG Hofgut 3073 Gümligen 3073 Gümligen Phone 0319505050 LatebernType Permanent Contract 100 View company portraitOther offers of the company Job categories Industry Production TechniqueControl Quality ProcessDirection Project Management",,Evaluate materials to assess quality or ensure compliance with standards.,4.A.2.a.3.G01,,,Evaluate materials to assess quality or ensure compliance with standards.,4.A.2.a.3.G01
72,13460158,61300,Christina Steiner Daniel Billandwirtin Efzutige Be Languages Number of apprentices 1 Swissdoc number 0  0 updated25,,Select logistics technologies or processes.,4.A.2.b.1.G05,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
73,13461577,21620,Horticulture School Hünibachgärtnerin Garden and Landscaping Ebahünibach Be Languages Number of apprenticeships 2 Swissdoc number 0  1 Updated05,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207,,,Design electromechanical systems for green applications.,4.A.2.b.2.G11
74,13461581,21620,Garden Culturgärtnerin Garden and landscaping EBalaupen Be Be Languages Number of apprentices 1 Swissdoc number 0  1 Updated18,,Select materials for use in green applications or production.,4.A.2.b.1.G08,,,Design green agricultural technologies.,4.A.2.b.2.G03
75,13559485,21420,"Operated installations More than 40 hydropower plants Operation The core of our activities Development Innovative services Central workshops A special know-how benefits Diverse services Company film The mountains Trust us in the   Les Ateliers Centraux un Savoir Faire Spécifique Images Galleryie Are Hours-based job construction engineering MF Beschenieur MF Department Technique Sale Location Suites Your mission in the field of construction work independently project studies and renewal projects as well as experiences for the operation and maintenance of hydropower plants  Votre Mission Your tasks Development and implementation of maintenance and renewal projects on water powers Surveillance and control tasks related to the storage facilities Ensuring technical support for the various production sites Carrying out expertise and studies Project management and monitoring of construction sites Creating offers for our customers Knowledge transfer to the young employees Unity Building Votre Mission Your Competences Civil Engineer ETH or FH At least 5 years Professional experience in the field of construction and maintenance of water powers, especially in the subordinate structure Experience in the val barrier monitoring experience in project management Organizational agent Self-employment and responsibility Native language German or French with excellent knowledge of the other language If you challenge this challenge interested then send us your application documents we self-eviction H will be treated confidentially  Hydro Exploitation SA Mr  Dominique Décaillet Human Resources Rue des CREUSETS 41 Mailbox 750 1951 Suites or by email jobshydroexploitation  CH WWW  CH Tel  41 27 328 44 30",,Schedule activities at alternative energy production facilities.,4.A.2.b.6.G03,,,Schedule activities at alternative energy production facilities.,4.A.2.b.6.G03
76,13572200,21620,Orif Intégration Et Formation Professionnellegärtnerin Garden and Landscaping EbaVernier GE Languages Number of apprentices 2 Swissdoc number 0  1 Updated13,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
77,13555367,74130;62100,"Arnold AG We are a work-active company in the field of energy telecommunications and traffic with headquarters in Wangen a  Be and employ more than 900 employees in various locations in German and Welschsch Switzerland  We have national experience and are aware of regionally  Our business unit High voltage lines with locations in Ostermundigenbe Selzachso and Wimmisbe With around 60 employees, a dedicated researcher is looking for a dedicated research area of ​​network electricians in the maintenance responsibility area you coordinate and plan the controls and maintenance work on high voltage lines with internal professionals or external subcontractors  The pallet includes construction activities as well as mechanical electrical and forest work  They carry the responsibility for security holding workers of the 50380 KVHoch voltage lines coordination of maintenance and documentation of the executed work  An entry into a leadership activity and administration is possible  Collaboration with a variety of jobs deal with diplomacy and prudence  Equally important is the compliance with the administrative processes  In your activity you are always in close contact with our customers  Your profile You have completed training as a network electrician or forestry or similar basic education  However, you enjoy working outdoors can also do simpler office work about 20 with the common MS office products  They work very independently and bring a high degree of flexibility with as well as the willingness for sweaty applications over the scope of 1020  In addition, they have negotiation skills in dealing with external and internal contact persons  They are reliable and team-capable a solution-oriented as well as organizational professional  Ideally, they master the German and French language  We offer interesting occupational perspectives extensive and further education opportunities as well as high-voltage and varied tasks  The business unit High voltage lines is looking forward to the reinforcement by you  If you are interested, you still have questions Karl Binggeli Head of Business Unit High Voltage Lines Tel  079 960 35 54 Gladly provides information  We look forward to your complete application documents Arnold AG Personal Office Suburb 20 3380 Wangen a",,Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.,226,,,Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.,226
78,13554583,21620,OSEO VAUD HTPWWW Chlieu1800 VEVEYTYPE OF CONTRACT Permanent 100 Other offers of the company Categories of employment Crafts Other professions ManualFleurist Gardening Cartiersautres Crafts,,What interactions with other persons or supervisory activities occur while performing this job?,175,,,Keeping up-to-date technically and applying new knowledge to your job.,106
79,13546167,24230;21650,Further information can be obtained from the Judicial Council T 41 26 305 90 20 www  CHACMAG Address your file by mentioning the reference reference to the judicial council Place Top® 8 POSTAL CASE 1642 1701 Friborg Postulation Time 11 January 2017 ReferencM164910 Assessor Geometric Engineer with the Commission on Appeals for the Statement of 1 Statement Particularities in accordance with the law on justice art  12 LJ The Council of the Judiciary puts the contest for the Grand Council this judicial function as an incidental  Applications must be accompanied by a letter of motivation of a brief curriculum vitae of an excerpt from the criminal record and the Office of Prosecutions and an ad hoc formula to download on www  Requirements Candidates must hold the federal patent of geometer  Active citizenship on the cantonal plan  People of foreign nationality must hold an establishment permit and be domiciled in the canton for at least five years  Candidate persons should not be the subject of lack of property do not have been criminated criminally for facts that are inconsistent with the function  Mastery of the French or German language with good knowledge of the other language  Entry in immediate office or date to be agreed,,Prepare work requests or proposals.,4.A.3.b.6.G06,,,Prepare work requests or proposals.,4.A.3.b.6.G06
80,13459239,21620,Bächler Gütinger Aggartennerin Garden and Landscaping Efzkiesen Be Languages Number of apprentices 4 Swissdoc number 0  9 Updated04,,Perform general labor on green projects.,4.A.3.a.2.G01,,,Negotiate contracts.,4.A.4.a.7.G01
81,13459293,21620,Bähler Gartenbau Aggartennerin Garden and landscaping Efzheimmschwand Be Languages Number of apprenticeships 1 Swissdoc number 0  9 Updated06,,Select materials for use in green applications or production.,4.A.2.b.1.G08,,,Select materials for use in green applications or production.,4.A.2.b.1.G08
82,13459297,21620,Balmer Naturally Horticulture Aggartic Garden and Landscaping Efzrosshäusern Be Languages Number of Courses 1 Swissdoc number 0  9 Updated26,,Select materials for use in green applications or production.,4.A.2.b.1.G08,,,Select materials for use in green applications or production.,4.A.2.b.1.G08
83,13454254,61300,Fleury Claudelandwirtin EfzCourcelon Ju Languages Number of apprentices 1 Swissdoc number 0  0 updated18,,Select logistics technologies or processes.,4.A.2.b.1.G05,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
84,13466140,21620,ZysSet Partner Aggartic Garden and Landscaping Efzthun Be Languages Number of apprentices 1 Swissdoc number 0  9 Updated03,,Train staff.,4.A.4.b.3.G02,,,Train staff.,4.A.4.b.3.G02
85,13481798,21420,"Residential community Niederbipp To expand our team, on January 1, 2017, we are looking for a civil engineer Fheth 80100 on January 1, 2017 or after Verebba, Niederbipp is an emerging community at Jura Südfuss in the northern Aargau and provides versatile services for its approximately 4700 inhabitants  Through the geographical conditions as well as the strong construction activity car train connection gravel-proof construction area adjacent to cantonal boundary large industrial area offers a challenging and interesting area of ​​responsibility  Your tasks project manager in the field of high and civil engineering z  Revision GEP and GWP Gemeindeous construction project First contact person for all technical matters and represented by the Ge mistress on construction site meetings in the field of high and civil engineering Straßeünstung Wasserabwasser municipal properties Project management in the field of planning space and settlement planning traffic planning use planning etc  Using the management and monitoring of the entire Civil engineering Water supply Sewage disposal Road maintenance Public use Performing construction controls and building recovery in the construction approval procedure including decrease municipal buildings Deputy of the clerk Engagement with the aid of the preparation of the financial plan and budgets Make-up of Frei Dota bills Log management Project sessions and general secretarial work Correspent of Pads Telephone switching  Our requirements for you Civil Engineering BSC FH BSC ETH Further education in the field of spatial planning In-depth knowledge under construction Planning and environmental law Knowledge of public procurement Professional experience from the same or similar function Organizational and coordination talent Good EDScards Axioma Business Administration Team Abundance Enforcement and Perfectivity and High Social Compliance Pensionenz Self-employment Flexibility and initiative Operation of pronounced contact and communication skills as well as a convincing occurrence in a dynamic environment  We offer responsible self-employed and varied activity Collaboration in a established and dedicated team Modern workplace with good infrastructure targeted continuing education opportunities opportunity for professional and personal development sliding working time contemporary employment conditions  We have convinced you through our job advertisement so we look forward to your conventional application documents to the following address inhabitants Niederbipp Personaldienst Dorfstr  19 4704 Niederbipp or Municipaliedubipp  Business manager Thomas Re Ber Tel  032 6336010",,Manage engineering or construction activities.,4.A.4.b.1.G09,,,Manage engineering or construction activities.,4.A.4.b.1.G09
86,13532596,21650,Ville de Fribourg Sectur du CadasTeGeomatiker Efzfreiburg FR Languages FR Number of apprentices 1 swissdoc number 0  0 updated06,,Install alternative energy systems or components.,4.A.3.a.2.G12,,,Collect data about green practices or programs.,4.A.1.a.1.G03
87,13531949,21420;52210,"The area of ​​responsibility Due to the pleasing growth of recent years, we will also expand our company management at the start of the new strategy period 2020 and search for a dedicated and motivated manager as a branch manager in Brig and member of the enlarged management of EMChberger AG Bern  As a branch director, they assume the technical staff organizational as well as financial management of the Brig branch and are responsible for the implementation of the strategy  At the top of the currently 8-member team they promote their employees and carry them successfully and goal-oriented  They acquire projects and actively maintain our customers and partners  Requirements You have As a construction engineer ethepflfh over several years experience in the team and or project management, preferably, they were already successfully active in a similar position and have a corresponding performance card  As a leader, they are progressing with a good example and understand it to motivate their employees and to develop purposefully  They act and think strategically are success-oriented and have a pronounced customer orientation  They speak German and preferably French  Offer We focus on responsible personalities which can develop Brig's office with your handwriting and thus contribute to the success of the entire company  Due to the close cooperation with our locations in Bern Spiez and Biel we offer company internally a high-competent network with engineers experts and consultants in virtually all bautical disciplines so that they can also master the demanding tasks for the satisfaction of all those involved  They belong to the enlarged management of EMChberger AG Bern and have the opportunity to participate as employees and shareholder at their company's success  Guido Lauber Member of the Executive Board gives you more information at the telephone number 41 58 451 66 61  Your application will send you by mail to Katja",,"Identifying the developmental needs of others and coaching, mentoring, or otherwise helping others to improve their knowledge or skills.",213,,," Recruiting, interviewing, selecting, hiring, and promoting employees in an organization.",228
88,13461261,21650,Flotron aggematics EFZMeiringen BE Languages Number of apprentices 1 Swissdoc number 0  0 updated24,,Install alternative energy systems or components.,4.A.3.a.2.G12,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
